provider_id,overall_rating,year,businessname,practicename,practiceaddress1,practiceaddress2,practicecity,state,practicezip9code,telephonenumber,specialitieslist,providertypelist,supplieslist,latitude,longitude,is_contracted_for_cba
34361658,10,2025,SCRIPTED VENTURES,SCRIPTED VENTURES,14305 S DIXIE HWY,,MIAMI,FL,331767225,7867019146,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,25.63721737,-80.33674904,False
34362726,5,2025,TRINITY PHARMACY LLC,TRINITY PHARMACY,1166 RED FOX RD,,ARDEN HILLS,MN,551126909,6513487409,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,45.05713153,-93.15003032,False
34360644,10,2025,OMNIMED DME INC,OMNIMED DME INC,2959 CHEROKEE ST NW,STE 103C,KENNESAW,GA,301446521,4044469373,Orthotic Personnel,,"Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Canes and/or Crutches|Orthoses: Off-The-Shelf|Surgical Dressings|Diabetic Shoes and Inserts",34.02601001,-84.61130601,False
34360662,9,2025,ST JUDE PHARMACY & DISCOUNT 2 INC,ST JUDE PHARMACY & DISCOUNT 2 INC,2474 W 60 ST,,HIALEAH,FL,330164409,7869536339,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,25.87604902,-80.33236899,False
34360668,6,2025,RJ MEDICAL SUPPLY,RJ MEDICAL SUPPLY,1572 HIGHWAY 85 N,STE 338,FAYETTEVILLE,GA,302147729,4705925811,Medical Supply Company Other,,Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Canes and/or Crutches|Walkers|Orthoses: Off-The-Shelf,33.49097599,-84.43424199,False
34360656,9,2025,ON TIME MEDICAL SUPPLIES INC,ON TIME MEDICAL SUPPLIES INC,2959 CHEROKEE ST NW,STE 103D,KENNESAW,GA,301446521,2295006299,Medical Supply Company Other,INDEPENDENTLY-PRACTICING OCCUPATIONAL THERAPIST,"Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Canes and/or Crutches|Walkers|Orthoses: Off-The-Shelf|Diabetic Shoes and Inserts",34.02601001,-84.61130601,False
20569883,9,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1654/763,9655 COLORADO LN N,,BROOKLYN PARK,MN,554452315,7633150737,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.13114,-93.35881,False
20569433,1,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1929/703,1008 HIGHWAY 55 E,,BUFFALO,MN,553138923,7636825828,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.16524,-93.85843,False
20569367,8,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1922/685,19216 FREEPORT ST NW,,ELK RIVER,MN,553301265,7632418112,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.31968,-93.56309,False
20570837,8,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1606/734,1800 E MADISON AVE,,MANKATO,MN,560015448,5076251241,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",44.16698,-93.9564,False
20570831,5,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1925/695,3245 COUNTY ROAD 10,,BROOKLYN CENTER,MN,554293052,7635036810,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.05917,-93.32058,False
20315201,7,2025,CVS PHARMACY INC,CVS PHARMACY #00272,401 GLOUCESTER CROSSING RD,,GLOUCESTER,MA,19302284,9782812450,Pharmacy,,"Immunosuppressive Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",42.62378,-70.65854,False
20313455,9,2025,CVS PHARMACY INC,CVS PHARMACY #07663,101 N RUFE SNOW DR,,KELLER,TX,762484243,8174313513,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.93148,-97.22968,False
20313461,7,2025,CVS PHARMACY INC,CVS PHARMACY #05884,12260 BELLAIRE BLVD,,HOUSTON,TX,770722317,2817763867,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.70371,-95.59559,False
20397545,10,2022,WALGREEN CO,WALGREEN CO,260 STETSON ST,STE F,CINCINNATI,OH,452195000,5138783426,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.13463,-84.50346,False
20376287,6,2022,WALGREEN CO,WALGREEN CO,402 N MAIN ST,,ELMIRA,NY,149012104,6072719480,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),42.09217,-76.80937,False
20376305,9,2022,WALGREEN CO,WALGREEN CO.,105 W HIGHWAY 30,,GONZALES,LA,707374802,2256440434,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),30.21038,-90.92113,False
20375969,5,2022,WALGREEN CO,WALGREEN CO,201 S JAMES ST,,ROME,NY,134406730,3153399380,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),43.20915,-75.45904,False
20375861,2,2022,WALGREEN CO,WALGREEN CO,319 E TIPTON ST,WALGREENS #11454,SEYMOUR,IN,472743513,8125220620,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),38.95773,-85.88476,False
20375759,8,2022,WALGREEN CO,WALGREENS #6819,12700 ROCKLAND RD,,LAKE BLUFF,IL,600441420,8476152088,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),42.27948,-87.86996,False
20375561,4,2022,WALGREEN CO,WALGREENS # 10711,1000 E CENTRAL TEXAS EXPY,,KILLEEN,TX,765419162,2545264258,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),31.0939,-97.73182,False
20375789,8,2022,WALGREEN CO,WALGREENS #11576,1979 LIME KILN RD,,BELLEVUE,WI,543116219,9202880638,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),44.46305,-87.98249,False
20375807,6,2022,WALGREEN CO,WALGREEN CO,1880 W OSCEOLA PKWY,,KISSIMMEE,FL,347410730,4075181879,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),28.33827,-81.41279,False
20375009,6,2022,WALGREEN CO,WALGREENS #10818,7929 KIRBY DR,,HOUSTON,TX,770541701,7132830292,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),29.69319,-95.41324,False
20375867,6,2022,WALGREEN CO,WALGREENS #10812,6 W Q ST,,SPRINGFIELD,OR,974772142,5417363857,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),44.06218,-123.02714,False
20375021,3,2022,WALGREEN CO,WALGREENS #11295,1005 ARLINGTON ST,,ADA,OK,748204036,5802720283,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),34.78156,-96.66257,False
20375813,4,2022,WALGREEN CO,WALGREENS #09518,15929 AIRLINE HWY,,BATON ROUGE,LA,708177448,2257527159,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),30.35752,-91.00461,False
20375729,6,2022,WALGREEN CO,WALGREENS #10672,2219 12TH AVE RD,,NAMPA,ID,836866313,2083180536,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),43.54746,-116.57286,False
20375897,9,2022,WALGREEN CO,WALGREENS #11449,4616 DE LONGPRE AVE,,LOS ANGELES,CA,900276076,3236442080,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),34.09691,-118.29096,False
20375909,9,2022,WALGREEN CO,WALGREENS #10398,13911 NINE EAGLES DR,,TAMPA,FL,336263004,8138144285,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),28.07994,-82.63147,False
20375747,9,2022,WALGREEN CO,WALGREENS #11131,200 S COLORADO ST,,LOCKHART,TX,786442733,5123982920,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),29.88374,-97.67003,False
20375639,7,2022,WALGREEN CO,WALGREEN CO,10720 RIDGEFIELD PKWY,,RICHMOND,VA,232333502,8043643593,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),37.62064,-77.62176,False
20383379,7,2022,WALGREEN CO,WALGREENS #15361,2503 W 28TH AVE,,PINE BLUFF,AR,716035053,8708506084,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),34.20189,-92.02858,False
20375417,4,2022,WALGREEN CO,WALGREEN CO,5500 RED ROCK LN,,LINCOLN,NE,685166512,4024212122,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),40.73888,-96.6451,False
20396303,10,2022,WALGREEN CO,WALGREENS #04376,1825 E WARNER RD,,TEMPE,AZ,852843403,4808209984,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),33.33456,-111.90946,False
20396183,3,2022,WALGREEN CO,WALGREENS #03993,540 N SCHMALE RD,,CAROL STREAM,IL,601881867,6309339558,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.91766,-88.10117,False
20372039,4,2022,WALGREEN CO,WALGREEN CO,115 N LAWRENCE BLVD,,KEYSTONE HEIGHTS,FL,326569351,3524734621,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),29.78633,-82.03087,False
20604461,6,2026,BROADWAY PHARMACY INC,BROADWAY PHARMACY INC,1226 BROADWAY,,BROOKLYN,NY,112212906,7184431331,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Orthoses: Off-The-Shelf|Surgical Dressings,40.69165,-73.92603,False
34358192,7,2026,REHAB MEDICAL LLC,REHAB MEDICAL LLC,1920 STARITA RD,STE E,CHARLOTTE,NC,282061294,7044224373,Medical Supply Company Other,,Hospital Beds (Electric)|Hospital Beds (Manual)|Support Surfaces: Pressure Reducing Beds/Mats/Pads|Canes and/or Crutches|Patient Lifts|Power Operated Vehicles (Scooters)|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchairs (Standard Power)|Wheelchairs (Standard Power Related Accessories)|Wheelchairs (Complex Rehabilitative Manual)|Wheelchairs (Complex Rehab Manual Rel Accessories)|Wheelchairs (Complex Rehabilitative Power)|Wheelchairs (Complex Rehab Power Rel Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf,35.27220468,-80.82106069,False
20306201,7,2026,"MISSISSIPPI METHODIST HOSPITAL & REHABILITATION CENTER, INC.",METHODIST ORTHOTICS & PROSTHETICS,1207 OFFICE PARK DR,STE A,OXFORD,MS,386559331,6622348193,MSC With Orthotic-Prosthetic|Hospital,,Neuromuscular Elect Stimulators (NMES)/Supplies|Orthoses: Custom Fabricated|Orthoses: Prefabricated (Non-Custom Fabricated)|Orthoses: Off-The-Shelf|Limb Prostheses|Diabetic Shoes and Inserts|Diabetic Shoes/Inserts - Custom|Lymphedema Compression Treatment Items,34.34928,-89.54164,False
20677865,10,2026,FAIRVIEW HEALTH SERVICES,FAIRVIEW ORTHOTICS & PROSTHETICS,14101 FAIRVIEW DRIVE,STE 300,BURNSVILLE,MN,553372537,9528922043,MSC With Orthotic-Prosthetic,,Neuromuscular Elect Stimulators (NMES)/Supplies|Osteogenesis Stimulators|Orthoses: Custom Fabricated|Orthoses: Prefabricated (Non-Custom Fabricated)|Orthoses: Off-The-Shelf|Breast Prostheses and/or Accessories|Limb Prostheses|Surgical Dressings|Diabetic Shoes and Inserts|Diabetic Shoes/Inserts - Custom|Lymphedema Compression Treatment Items,44.74909,-93.27448,False
34356848,6,2026,"MISSISSIPPI METHODIST HOSPITAL & REHABILITATION CENTER, INC.",MISSISSIPPI METHODIST HOSPITAL & RE,1743 CLIFF GOOKIN BLVD,,TUPELO,MS,388016723,6625508221,MSC With Orthotic-Prosthetic,,Orthoses: Custom Fabricated|Orthoses: Prefabricated (Non-Custom Fabricated)|Orthoses: Off-The-Shelf|Limb Prostheses|Diabetic Shoes and Inserts|Diabetic Shoes/Inserts - Custom|Lymphedema Compression Treatment Items,34.22320602,-88.72663204,False
20574941,7,2026,REHAB MEDICAL LLC,REHAB MEDICAL LLC,4811 N PALAFOX ST,,PENSACOLA,FL,325052907,8507916399,Medical Supply Company Other,,Hospital Beds (Electric)|Hospital Beds (Manual)|Support Surfaces: Pressure Reducing Beds/Mats/Pads|Canes and/or Crutches|Patient Lifts|Power Operated Vehicles (Scooters)|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchairs (Standard Power)|Wheelchairs (Standard Power Related Accessories)|Wheelchairs (Complex Rehabilitative Manual)|Wheelchairs (Complex Rehab Manual Rel Accessories)|Wheelchairs (Complex Rehabilitative Power)|Wheelchairs (Complex Rehab Power Rel Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf,30.46183,-87.24073,False
34361057,5,2025,VENTURA PHARM INC,WEST COAST RX PHARMACY VENTURA,2228 E MAIN ST,,VENTURA,CA,930013502,8056017962,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,34.27710398,-119.2666949,False
34362095,4,2025,VALUE DRUG STORES INC,VALUE DRUG STORES INC,391 W MAIN ST,,HUNTINGTON,NY,117433203,6314272919,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.87037597,-73.42678191,False
34362701,7,2025,AMIOKAMED DME LLC,AMIOKAMED DME LLC - HOME OFFICE,2273 GARDEN SQUARE PATH,,SPRING,TX,773861037,469903243801,MSC With Orthotic-Prosthetic,,"Commodes, Urinals, Bedpans|Hospital Beds (Electric)|Hospital Beds (Manual)|Canes and/or Crutches|Patient Lifts|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchair Seating/Cushions",30.1139541,-95.41088776,False
34362539,9,2025,RAVENVIEW PHARMACY INC,RAVENVIEW PHARMACY INC.,3449 21ST ST,,LONG ISLAND CITY,NY,111064721,7187295199,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.76137179,-73.93494418,False
20476409,7,2025,JACKSON VILLAGE PHARMACY LLC,MERIDIAN VILLAGE PHARMACY AT JACKSO,27 SOUTH COOKS BRIDGE ROAD,SUITE 1-1,JACKSON,NJ,8527,7329947387,Certified Other|Pharmacy,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Hospital Beds (Electric)|Hospital Beds (Manual)|Infrared Heating Pads Systems and/or Supplies|External Infusion Pumps and/or Supplies|Insulin Infusion Pumps and/or Supplies|Pneumatic Compression Devices and/or Supplies|Support Surfaces: Pressure Reducing Beds/Mats/Pads|Traction Equipment|(TENS) Transcutaneous Electrical Nerve Stimulators and/or Supplies|Ultraviolet Light Devices and/or Supplies|Canes and/or Crutches|Patient Lifts|Power Operated Vehicles (Scooters)|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchairs (Standard Power)|Wheelchairs (Standard Power Related Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf|Ostomy Supplies|Tracheotomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Continuous Positive Airway Pressure (CPAP) Devices|Nebulizer Equipment and/or Supplies|Respiratory Assist Devices|Surgical Dressings|Diabetic Shoes and Inserts|Diabetic Shoes/Inserts - Custom",40.12083,-74.28951,False
34362779,8,2025,SABRA PHARMACY LLC,SABRA PHARMACY LLC,7002 3RD AVE,,BROOKLYN,NY,11209,3479097116,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.63488024,-74.02665083,False
34362395,10,2025,SKYLINE HEALTH SERVICES,SKYLINE HEALTH SERVICES,1515 HANCOCK ST,STE 203,QUINCY,MA,21695230,6172215439,Medical Supply Company Other,,Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Orthoses: Off-The-Shelf,42.24764801,-71.00179154,False
20313143,6,2025,CVS PHARMACY INC,CVS PHARMACY INC,227 HIGHLAND AVE,,SALEM,MA,19701830,9782244001,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",42.50491,-70.92067,False
20334365,10,2025,CVS PHARMACY INC,CVS PHARMACY #11094,300 MILAM ST,,HOUSTON,TX,770021860,7132230371,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.76335,-95.36256,False
20339147,6,2025,CVS PHARMACY INC,CVS PHARMACY #10412,618 N MAIN ST,,DONNA,TX,785372755,9564642611,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",26.18057,-98.05249,False
20340833,10,2025,CVS PHARMACY INC,CVS PHARMACY #10107,2300 N CONWAY AVE,,MISSION,TX,78574,9564240591,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",26.23055,-98.32306,False
20335865,9,2025,CVS PHARMACY INC,CVS PHARMACY INC,225 CAMBRIDGE ST,,CAMBRIDGE,MA,21411206,6175282109,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",42.37103,-71.07924,False
20340491,8,2025,CVS PHARMACY INC,CVS PHARMACY #10339,504 S MAIN ST,,LINDALE,TX,757716440,9038823158,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.51042,-95.40851,False
20340671,7,2025,CVS PHARMACY INC,CVS PHARMACY #10068,8626 LAKEVIEW PKWY,,ROWLETT,TX,750889306,9724123746,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.91731,-96.51753,False
