yearstart,year,state,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,responseid,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,disease_category,mortality_rate
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.8,14.8,,,8.1,25.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Diabetes,64.13
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,116.12
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.6,8.6,,,7,10.7,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Neurological,67.33
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,11.1,17.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Cardiovascular,211.17
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Respiratory,148.25
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.6,4.6,,,3.4,6.2,Gender,Female,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Accidents,92.3
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Neurological,66.51
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6,6,,,4.4,8.3,Gender,Male,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cardiovascular,212.63
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Respiratory,80.04
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,159.24
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.3,5.3,,,4.2,6.6,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Respiratory,136.64
2015,2015,DE,Delaware,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.7,6.7,,,5.1,8.7,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Respiratory,71.28
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.3,4.3,,,2.6,6.9,Race/Ethnicity,"Black, non-Hispanic",,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Cardiovascular,288.16
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.2,6.2,,,5.2,7.3,Gender,Female,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Cancer,236.9
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,2,2,,,1.3,3.1,Race/Ethnicity,Hispanic,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Neurological,72.49
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.7,5.7,,,4.6,7,Gender,Male,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Diabetes,91.96
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Diabetes,64.33
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Cardiovascular,179.16
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.9,5.9,,,5.2,6.7,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Other,45.48
2015,2015,FL,Florida,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.9,7.9,,,6.7,9.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Liver,58.67
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.1,5.1,,,3.5,7.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Kidney,40.95
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.3,5.3,,,4.1,6.8,Gender,Female,,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Liver,63.6
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Accidents,39.97
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.6,5.6,,,4.3,7.3,Gender,Male,,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cancer,239.62
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Respiratory,93.66
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Diabetes,40.3
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.4,5.4,,,4.5,6.5,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Neurological,67.72
2015,2015,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.3,6.3,,,5,7.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Neurological,78.66
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Cancer,206.56
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.8,4.8,,,2.7,8.2,Gender,Female,,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Cardiovascular,212.87
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Infectious,67.35
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.5,10.5,,,7.9,13.9,Gender,Male,,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Accidents,56.01
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.5,12.5,,,7.1,21.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Cancer,191.01
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.6,6.6,,,4.6,9.4,Race/Ethnicity,"Other, non-Hispanic",,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Cancer,243
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,5.8,9.9,Overall,Overall,,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Respiratory,119.87
2015,2015,GU,Guam,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,"(13.444304, 144.793731)",,66,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Infectious,101.49
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Accidents,133.66
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.9,5.9,,,4.9,7.1,Gender,Female,,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Diabetes,48.24
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,9,9,,,6.1,13,Race/Ethnicity,Hispanic,,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Kidney,47.2
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.5,9.5,,,8,11.2,Gender,Male,,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cancer,286.85
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.9,8.9,,,7.4,10.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Diabetes,88.89
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.4,5.4,,,4,7.3,Race/Ethnicity,"Other, non-Hispanic",,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,69.83
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.7,7.7,,,6.8,8.8,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Neurological,77.74
2015,2015,HI,Hawaii,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,10,10,,,7.7,13,Race/Ethnicity,"White, non-Hispanic",,,,,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Cancer,200.02
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,0,0,##,Estimate is 0.0% because no cases were reported with this condition,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Cancer,233.06
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.6,4.6,,,3.7,5.7,Gender,Female,,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Diabetes,45.1
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Accidents,64.81
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,7,7,,,5.8,8.5,Gender,Male,,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cardiovascular,216.2
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Liver,46.42
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,144.46
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.8,5.8,,,5,6.7,Overall,Overall,,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Cancer,152.75
2015,2015,IA,Iowa,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.1,6.1,,,5.3,7.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Cardiovascular,218.87
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Infectious,35.27
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.4,4.4,,,3.4,5.7,Gender,Female,,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Cancer,240.28
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Cardiovascular,313.55
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.9,5.9,,,4.7,7.4,Gender,Male,,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cancer,186.92
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Accidents,81.06
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Cardiovascular,272.66
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.2,5.2,,,4.4,6.1,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Kidney,72.12
2015,2015,ID,Idaho,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.5,5.5,,,4.5,6.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Cancer,216.34
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,3.8,3.8,,,2.3,6.2,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Diabetes,46.05
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.5,5.5,,,4.4,6.8,Gender,Female,,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Respiratory,71.44
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.1,5.1,,,3.1,8.3,Race/Ethnicity,Hispanic,,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Cardiovascular,194.24
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.7,6.7,,,5.5,8.2,Gender,Male,,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Cardiovascular,253.66
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Cardiovascular,217.23
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,125.85
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.1,6.1,,,5.2,7,Overall,Overall,,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Diabetes,48.94
2015,2015,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,7,7,,,5.9,8.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Accidents,58.26
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Kidney,32.34
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.1,4.1,,,3,5.4,Gender,Female,,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Neurological,101.25
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Cardiovascular,294.45
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.6,6.6,,,5.2,8.2,Gender,Male,,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Respiratory,171.92
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Infectious,93.5
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,RACE,OTH,Respiratory,107.1
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.3,5.3,,,4.4,6.3,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,OVERALL,OVR,Cancer,252.93
2015,2015,IN,Indiana,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.5,5.5,,,4.5,6.7,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC5_1,AgeAdjPrev,RACE,WHT,Cancer,198.68
2015,2015,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4,4,,,2.5,6.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC5_1,AgeAdjPrev,RACE,BLK,Infectious,85.52
2015,2015,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.2,4.2,,,3.7,4.7,Gender,Female,,,,,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC5_1,AgeAdjPrev,GENDER,GENF,Infectious,78.93
2015,2015,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,3.8,3.8,,,2.8,5.2,Race/Ethnicity,Hispanic,,,,,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC5_1,AgeAdjPrev,RACE,HIS,Liver,10.8
2015,2015,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.2,6.2,,,5.6,6.9,Gender,Male,,,,,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC5_1,AgeAdjPrev,GENDER,GENM,Kidney,74.07
2015,2015,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC5_1,AgeAdjPrev,RACE,MRC,Infectious,92.28
